"","temperature_main","temperature_main","ASPump","FBRM","L50","L90","L10","W10","W50","W90","stirrer_main","SOLUPump","SOLVPump","SeedPump","Scale","CLEPump","Valve_position","stirrer_seed","stirrer_solution","CED10","CED50","CED90"
Time,H01:External T,H01:T Setpt,File  W: AS flow ,OPC R: Counts ,OPC R: L50 ,OPC R: L90 ,OPC R: L10 ,OPC R: W10 ,OPC R: W50 ,OPC R: W90 ,S01:Stirrer speed  (Setpt),P02:Pump speed  (Setpt),P01:Pump speed  (Setpt),P03:Pump speed  (Setpt),File R: AS Scale ,P04:Pump speed  (Setpt),File  W: Valve state,S02:Stirrer speed  (Setpt),S03:Stirrer speed  (Setpt),OPC R: CED10 micron,OPC R: CED50 micron,OPC R: CED90 micron
min,C,C,RPM,Counts,micron,micron,micron,micron,micron,micron,RPM,RPM,RPM,RPM,g,RPM,,RPM,RPM,,,
40.432,58.240,65.000,0.000,280.035,12.209,23.055,1.413,0.860,1.807,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.317,4.274,8.585
40.519,58.380,65.000,0.000,233.121,12.209,23.055,1.413,0.860,1.807,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.317,4.274,8.585
40.605,58.510,65.000,0.000,233.121,12.209,23.315,1.399,0.935,1.894,3.664,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.399,4.665,8.522
40.691,58.630,65.000,0.000,243.255,12.514,23.315,1.399,0.935,1.894,3.664,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.399,4.665,8.522
40.777,58.750,65.000,0.000,243.255,12.514,23.315,1.399,0.935,1.894,3.664,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.399,4.665,8.522
40.863,58.880,65.000,0.000,259.379,12.514,23.315,1.399,0.935,1.894,3.664,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.399,4.665,8.522
40.949,58.990,65.000,0.000,286.357,12.514,23.315,1.399,0.935,1.894,3.664,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.399,4.665,8.522
41.033,59.100,65.000,0.000,286.357,12.514,23.315,1.399,0.935,1.894,3.664,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.399,4.665,8.522
41.118,59.220,65.000,0.000,235.789,5.402,22.025,1.358,1.161,2.182,5.176,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.358,4.222,8.139
41.205,59.330,65.000,0.000,235.789,5.402,22.025,1.358,1.161,2.182,5.176,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.358,4.222,8.139
41.292,59.450,65.000,0.000,259.971,5.402,22.025,1.358,1.161,2.182,5.176,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.358,4.222,8.139
41.377,59.550,65.000,0.000,259.971,5.402,22.025,1.358,1.161,2.182,5.176,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.358,4.222,8.139
41.463,59.650,65.000,0.000,248.171,5.402,22.025,1.358,1.161,2.182,5.176,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.358,4.222,8.139
41.548,59.750,65.000,0.000,248.171,5.402,22.025,1.358,1.161,2.182,5.176,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.358,4.222,8.139
41.635,59.850,65.000,0.000,244.180,2.827,21.775,1.249,0.863,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.249,2.827,7.729
41.720,59.940,65.000,0.000,244.180,2.827,21.775,1.249,0.863,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.249,2.827,7.729
41.806,60.040,65.000,0.000,237.874,2.827,21.775,1.249,0.863,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.249,2.827,7.729
41.891,60.130,65.000,0.000,237.874,2.827,21.775,1.249,0.863,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.249,2.827,7.729
41.977,60.220,65.000,0.000,231.948,2.827,21.775,1.249,0.863,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.249,2.827,7.729
42.063,60.310,65.000,0.000,231.948,2.827,21.775,1.249,0.863,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.249,2.827,7.729
42.148,60.390,65.000,0.000,230.923,3.439,22.073,1.279,0.862,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.258,2.958,8.007
42.234,60.480,65.000,0.000,230.923,3.439,22.073,1.279,0.862,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.258,2.958,8.007
42.321,60.560,65.000,0.000,256.793,3.439,22.073,1.279,0.862,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.258,2.958,8.007
42.407,60.650,65.000,0.000,256.793,3.439,22.073,1.279,0.862,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.258,2.958,8.007
42.495,60.720,65.000,0.000,227.969,3.439,22.073,1.279,0.862,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.258,2.958,8.007
42.580,60.810,65.000,0.000,227.969,3.439,22.073,1.279,0.862,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.347,4.453,8.546
42.665,60.880,65.000,0.000,280.035,12.172,23.217,1.347,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.347,4.453,8.546
42.752,60.950,65.000,0.000,280.035,12.172,23.217,1.347,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.347,4.453,8.546
42.838,61.020,65.000,0.000,307.275,12.172,23.217,1.347,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.347,4.453,8.546
42.924,61.090,65.000,0.000,307.275,12.172,23.217,1.347,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.347,4.453,8.546
43.022,61.160,65.000,0.000,210.046,12.172,23.217,1.347,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.347,4.453,8.546
43.108,61.230,65.000,0.000,210.046,12.172,23.217,1.347,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.358,4.375,8.362
43.193,61.290,65.000,0.000,254.173,12.367,23.241,1.358,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.358,4.375,8.362
43.281,61.360,65.000,0.000,254.173,12.367,23.241,1.358,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.358,4.375,8.362
43.366,61.410,65.000,0.000,218.305,12.367,23.241,1.358,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.358,4.375,8.362
43.451,61.480,65.000,0.000,218.305,12.367,23.241,1.358,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.358,4.375,8.362
43.537,61.540,65.000,0.000,191.728,12.367,23.241,1.358,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.358,4.375,8.362
43.624,61.600,65.000,0.000,191.728,12.367,23.648,1.517,0.977,1.945,4.102,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.517,4.968,8.557
43.710,61.650,65.000,0.000,251.273,13.601,23.648,1.517,0.977,1.945,4.102,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.517,4.968,8.557
43.795,61.710,65.000,0.000,251.273,13.601,23.648,1.517,0.977,1.945,4.102,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.517,4.968,8.557
43.882,61.770,65.000,0.000,267.358,13.601,23.648,1.517,0.977,1.945,4.102,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.517,4.968,8.557
43.968,61.810,65.000,0.000,247.717,13.601,23.648,1.517,0.977,1.945,4.102,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.517,4.968,8.557
44.054,61.870,65.000,0.000,247.717,13.601,23.648,1.517,0.977,1.945,4.102,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.517,4.968,8.557
44.139,61.910,65.000,0.000,279.083,3.120,22.129,1.266,0.863,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.266,3.096,7.992
44.225,61.960,65.000,0.000,279.083,3.120,22.129,1.266,0.863,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.266,3.096,7.992
44.311,62.010,65.000,0.000,278.747,3.120,22.129,1.266,0.863,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.266,3.096,7.992
44.398,62.060,65.000,0.000,278.747,3.120,22.129,1.266,0.863,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.266,3.096,7.992
44.484,62.110,65.000,0.000,294.567,3.120,22.129,1.266,0.863,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.266,3.096,7.992
44.569,62.150,65.000,0.000,294.567,3.120,22.129,1.266,0.863,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.266,3.096,7.992
44.655,62.200,65.000,0.000,252.494,3.611,22.505,1.285,0.862,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.285,3.511,8.259
44.742,62.240,65.000,0.000,252.494,3.611,22.505,1.285,0.862,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.285,3.511,8.259
44.829,62.280,65.000,0.000,272.781,3.611,22.505,1.285,0.862,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.285,3.511,8.259
44.915,62.330,65.000,0.000,272.781,3.611,22.505,1.285,0.862,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.285,3.511,8.259
45.000,62.370,65.000,0.000,283.931,3.611,22.505,1.285,0.862,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.285,3.511,8.259
45.087,62.410,65.000,0.000,283.931,3.611,22.505,1.285,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.283,3.458,8.253
45.174,62.450,65.000,0.000,300.543,8.375,22.457,1.304,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.283,3.458,8.253
45.261,62.500,65.000,0.000,300.543,8.375,22.457,1.304,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.283,3.458,8.253
45.346,62.540,65.000,0.000,285.070,8.375,22.457,1.304,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.283,3.458,8.253
45.432,62.580,65.000,0.000,285.070,8.375,22.457,1.304,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.283,3.458,8.253
45.519,62.620,65.000,0.000,309.992,8.375,22.457,1.304,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.283,3.458,8.253
45.605,62.660,65.000,0.000,309.992,8.375,22.957,1.370,0.994,1.959,3.580,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.370,4.501,8.457
45.692,62.690,65.000,0.000,315.229,11.468,22.957,1.370,0.994,1.959,3.580,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.370,4.501,8.457
45.777,62.720,65.000,0.000,315.229,11.468,22.957,1.370,0.994,1.959,3.580,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.370,4.501,8.457
45.863,62.760,65.000,0.000,291.234,11.468,22.957,1.370,0.994,1.959,3.580,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.370,4.501,8.457
45.950,62.810,65.000,0.000,308.943,11.468,22.957,1.370,0.994,1.959,3.580,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.370,4.501,8.457
46.036,62.840,65.000,0.000,308.943,11.468,22.957,1.370,0.994,1.959,3.580,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.370,4.501,8.457
46.122,62.880,65.000,0.000,303.195,11.872,23.117,1.358,0.921,1.876,3.362,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.358,4.541,8.584
46.208,62.910,65.000,0.000,303.195,11.872,23.117,1.358,0.921,1.876,3.362,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.358,4.541,8.584
46.295,62.950,65.000,0.000,396.233,11.872,23.117,1.358,0.921,1.876,3.362,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.358,4.541,8.584
46.380,62.990,65.000,0.000,396.233,11.872,23.117,1.358,0.921,1.876,3.362,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.358,4.541,8.584
46.467,63.030,65.000,0.000,307.320,11.872,23.117,1.358,0.921,1.876,3.362,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.358,4.541,8.584
46.552,63.060,65.000,0.000,307.320,11.872,23.117,1.358,0.921,1.876,3.362,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.358,4.541,8.584
46.637,63.090,65.000,0.000,278.954,11.252,22.821,1.311,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.311,3.759,7.973
46.724,63.130,65.000,0.000,278.954,11.252,22.821,1.311,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.311,3.759,7.973
46.811,63.170,65.000,0.000,333.110,11.252,22.821,1.311,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.311,3.759,7.973
46.898,63.200,65.000,0.000,333.110,11.252,22.821,1.311,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.311,3.759,7.973
46.983,63.230,65.000,0.000,270.938,11.252,22.821,1.311,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.311,3.759,7.973
47.068,63.260,65.000,0.000,270.938,11.252,22.821,1.311,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.311,3.978,8.269
47.156,63.290,65.000,0.000,260.865,10.827,22.668,1.318,0.916,1.871,3.503,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.318,3.978,8.269
47.243,63.330,65.000,0.000,260.865,10.827,22.668,1.318,0.916,1.871,3.503,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.318,3.978,8.269
47.328,63.360,65.000,0.000,287.117,10.827,22.668,1.318,0.916,1.871,3.503,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.318,3.978,8.269
47.413,63.390,65.000,0.000,287.117,10.827,22.668,1.318,0.916,1.871,3.503,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.318,3.978,8.269
47.499,63.420,65.000,0.000,267.033,10.827,22.668,1.318,0.916,1.871,3.503,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.318,3.978,8.269
47.587,63.450,65.000,0.000,267.033,10.827,22.668,1.318,0.916,1.871,3.503,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.336,4.417,8.580
47.675,63.480,65.000,0.000,304.145,11.928,23.119,1.336,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.336,4.417,8.580
47.760,63.510,65.000,0.000,304.145,11.928,23.119,1.336,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.336,4.417,8.580
47.847,63.530,65.000,0.000,275.193,11.928,23.119,1.336,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.336,4.417,8.580
47.933,63.570,65.000,0.000,275.193,11.928,23.119,1.336,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.336,4.417,8.580
48.020,63.590,65.000,0.000,354.765,11.928,23.119,1.336,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.336,4.417,8.580
48.106,63.620,65.000,0.000,354.765,11.928,23.119,1.336,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.304,3.845,8.343
48.192,63.640,65.000,0.000,284.867,11.391,22.745,1.334,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.304,3.845,8.343
48.278,63.670,65.000,0.000,284.867,11.391,22.745,1.334,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.304,3.845,8.343
48.364,63.700,65.000,0.000,316.789,11.391,22.745,1.334,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.304,3.845,8.343
48.451,63.720,65.000,0.000,316.789,11.391,22.745,1.334,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.304,3.845,8.343
48.538,63.740,65.000,0.000,324.193,11.391,22.745,1.334,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.304,3.845,8.343
48.624,63.770,65.000,0.000,324.193,11.391,22.990,1.325,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.325,4.211,8.458
48.711,63.790,65.000,0.000,300.518,11.651,22.990,1.325,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.325,4.211,8.458
48.797,63.810,65.000,0.000,285.485,11.651,22.990,1.325,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.325,4.211,8.458
48.884,63.830,65.000,0.000,285.485,11.651,22.990,1.325,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.325,4.211,8.458
48.970,63.860,65.000,0.000,300.876,11.651,22.990,1.325,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.325,4.211,8.458
49.057,63.880,65.000,0.000,300.876,11.651,22.990,1.325,0.861,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.325,4.211,8.458
49.144,63.900,65.000,0.000,346.046,10.876,22.498,1.336,0.921,1.876,3.362,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.309,3.692,7.855
49.231,63.920,65.000,0.000,346.046,10.876,22.498,1.336,0.921,1.876,3.362,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.309,3.692,7.855
49.318,63.940,65.000,0.000,262.738,10.876,22.498,1.336,0.921,1.876,3.362,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.309,3.692,7.855
49.403,63.960,65.000,0.000,262.738,10.876,22.498,1.336,0.921,1.876,3.362,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.309,3.692,7.855
49.488,63.980,65.000,0.000,282.794,10.876,22.498,1.336,0.921,1.876,3.362,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.309,3.692,7.855
49.575,64.000,65.000,0.000,282.794,10.876,22.498,1.336,0.921,1.876,3.362,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.309,3.692,7.855
49.661,64.010,65.000,0.000,311.044,5.523,22.502,1.309,0.916,1.871,3.503,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.309,3.826,8.202
49.748,64.030,65.000,0.000,311.044,5.523,22.502,1.309,0.916,1.871,3.503,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.309,3.826,8.202
49.834,64.050,65.000,0.000,299.485,5.523,22.502,1.309,0.916,1.871,3.503,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.309,3.826,8.202
49.919,64.060,65.000,0.000,299.485,5.523,22.502,1.309,0.916,1.871,3.503,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.309,3.826,8.202
50.006,64.090,65.000,0.000,317.968,5.523,22.502,1.309,0.916,1.871,3.503,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.309,3.826,8.202
50.092,64.100,65.000,0.000,317.968,5.523,22.502,1.309,0.916,1.871,3.503,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.296,3.559,7.915
50.180,64.120,65.000,0.000,295.560,4.021,22.366,1.296,0.905,1.857,3.299,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.296,3.559,7.915
50.265,64.120,65.000,0.000,295.560,4.021,22.366,1.296,0.905,1.857,3.299,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.296,3.559,7.915
50.352,64.150,65.000,0.000,301.284,4.021,22.366,1.296,0.905,1.857,3.299,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.296,3.559,7.915
50.439,64.170,65.000,0.000,301.284,4.021,22.366,1.296,0.905,1.857,3.299,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.296,3.559,7.915
50.526,64.180,65.000,0.000,318.151,4.021,22.366,1.296,0.905,1.857,3.299,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.296,3.559,7.915
50.611,64.200,65.000,0.000,318.151,4.021,22.366,1.296,0.905,1.857,3.299,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.297,3.878,8.502
50.696,64.210,65.000,0.000,266.738,10.791,22.682,1.297,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.297,3.878,8.502
50.784,64.220,65.000,0.000,327.522,10.791,22.682,1.297,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.297,3.878,8.502
50.870,64.230,65.000,0.000,327.522,10.791,22.682,1.297,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.297,3.878,8.502
50.956,64.250,65.000,0.000,327.522,10.791,22.682,1.297,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.297,3.878,8.502
51.042,64.260,65.000,0.000,262.767,10.791,22.682,1.297,0.862,1.808,3.112,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.297,3.878,8.502
51.128,64.280,65.000,0.000,303.697,6.754,22.599,1.314,0.922,1.876,3.362,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.314,3.960,8.308
51.214,64.290,65.000,0.000,303.697,6.754,22.599,1.314,0.922,1.876,3.362,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.314,3.960,8.308
51.300,64.300,65.000,0.000,303.697,6.754,22.599,1.314,0.922,1.876,3.362,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.314,3.960,8.308
51.386,64.310,65.000,0.000,322.003,6.754,22.599,1.314,0.922,1.876,3.362,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.314,3.960,8.308
51.472,64.320,65.000,0.000,322.003,6.754,22.599,1.314,0.922,1.876,3.362,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.314,3.960,8.308
51.558,64.340,65.000,0.000,297.422,6.754,22.599,1.314,0.922,1.876,3.362,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.314,3.960,8.113
51.645,64.350,65.000,0.000,329.018,3.078,21.539,1.264,0.949,1.906,3.448,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.264,3.078,8.113
51.731,64.360,65.000,0.000,329.018,3.078,21.539,1.264,0.949,1.906,3.448,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.264,3.078,8.113
51.819,64.360,65.000,0.000,357.990,3.078,21.539,1.264,0.949,1.906,3.448,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.264,3.078,8.113
51.905,64.380,65.000,0.000,357.990,3.078,21.539,1.264,0.949,1.906,3.448,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.264,3.078,8.113
51.991,64.390,65.000,0.000,280.982,3.078,21.539,1.264,0.949,1.906,3.448,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.264,3.078,8.113
52.078,64.400,65.000,0.000,280.982,3.078,21.539,1.264,0.949,1.906,3.448,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.264,3.078,8.113
52.165,64.410,65.000,0.000,304.081,3.091,22.075,1.264,0.863,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.264,3.078,8.113
52.251,64.420,65.000,0.000,304.081,3.091,22.075,1.264,0.863,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.264,3.078,8.113
52.337,64.430,65.000,0.000,361.978,3.091,22.075,1.264,0.863,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.264,3.078,8.113
52.424,64.440,65.000,0.000,361.978,3.091,22.075,1.264,0.863,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.264,3.078,8.113
52.511,64.450,65.000,0.000,283.995,3.091,22.075,1.264,0.863,1.808,3.113,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.264,3.078,8.113
52.598,64.460,65.000,0.000,283.995,3.091,22.075,1.264,0.863,1.894,3.664,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.358,4.275,8.218
52.684,64.470,65.000,0.000,384.102,12.075,23.003,1.399,0.935,1.894,3.664,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.358,4.275,8.218
52.770,64.480,65.000,0.000,384.102,12.075,23.003,1.399,0.935,1.894,3.664,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.358,4.275,8.218
52.858,64.500,65.000,0.000,289.585,12.075,23.003,1.399,0.935,1.894,3.664,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.358,4.275,8.218
52.945,64.500,65.000,0.000,289.585,12.075,23.003,1.399,0.935,1.894,3.664,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.358,4.275,8.218
53.033,64.500,65.000,0.000,305.141,12.075,23.003,1.399,0.935,1.894,3.664,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,1.358,4.275,8.218
