"","temperature_main","temperature_main","ASPump","FBRM","L50","L90","L10","W10","W50","W90","stirrer_main","SOLUPump","SOLVPump","SeedPump","Scale","CLEPump","Valve_position","stirrer_seed","stirrer_solution","CED10","CED50","CED90"
Time,H01:External T,H01:T Setpt,File  W: AS flow ,OPC R: Counts ,OPC R: L50 ,OPC R: L90 ,OPC R: L10 ,OPC R: W10 ,OPC R: W50 ,OPC R: W90 ,S01:Stirrer speed  (Setpt),P02:Pump speed  (Setpt),P01:Pump speed  (Setpt),P03:Pump speed  (Setpt),File R: AS Scale ,P04:Pump speed  (Setpt),File  W: Valve state,S02:Stirrer speed  (Setpt),S03:Stirrer speed  (Setpt),OPC R: CED10 micron,OPC R: CED50 micron,OPC R: CED90 micron
min,C,C,RPM,Counts,micron,micron,micron,micron,micron,micron,RPM,RPM,RPM,RPM,g,RPM,,RPM,RPM,,,
354.802,65.000,65.000,6.340,16450.968,63.832,185.416,20.452,9.009,15.453,32.184,350.000,0.000,0.000,0.000,917.450,0.000,0.000,310.000,200.000,15.001,30.754,72.121
354.905,64.990,65.000,6.340,16369.014,63.832,185.416,20.452,9.009,15.453,32.184,350.000,0.000,0.000,0.000,917.400,0.000,0.000,310.000,200.000,15.001,30.754,72.121
355.011,65.000,65.000,6.340,16369.014,63.832,185.416,20.452,9.009,15.453,32.184,350.000,0.000,0.000,0.000,917.300,0.000,0.000,310.000,200.000,14.475,29.543,68.996
355.121,65.000,65.000,6.340,16125.651,60.769,182.675,19.227,8.838,15.184,30.791,350.000,0.000,0.000,0.000,917.200,0.000,0.000,310.000,200.000,14.475,29.543,68.996
355.226,65.000,65.000,6.340,16264.576,60.769,182.675,19.227,8.838,15.184,30.791,350.000,0.000,0.000,0.000,917.100,0.000,0.000,310.000,200.000,14.475,29.543,68.996
355.335,65.000,65.000,6.340,16264.576,60.769,182.675,19.227,8.838,15.184,30.791,350.000,0.000,0.000,0.000,917.000,0.000,0.000,310.000,200.000,14.475,29.543,68.996
355.441,65.000,65.000,6.340,16145.114,60.769,182.675,19.227,8.838,15.184,30.791,350.000,0.000,0.000,0.000,916.800,0.000,0.000,310.000,200.000,14.475,29.543,68.996
355.550,65.000,65.000,6.340,16145.114,60.633,188.883,17.996,8.829,15.273,31.089,350.000,0.000,0.000,0.000,916.750,0.000,0.000,310.000,200.000,14.221,29.732,70.236
355.658,64.990,65.000,6.340,16071.413,60.633,188.883,17.996,8.829,15.273,31.089,350.000,0.000,0.000,0.000,916.600,0.000,0.000,310.000,200.000,14.221,29.732,70.236
355.769,65.000,65.000,6.340,15980.879,60.633,188.883,17.996,8.829,15.273,31.089,350.000,0.000,0.000,0.000,916.500,0.000,0.000,310.000,200.000,14.221,29.732,70.236
355.875,65.000,65.000,6.340,15980.879,60.633,188.883,17.996,8.829,15.273,31.089,350.000,0.000,0.000,0.000,916.400,0.000,0.000,310.000,200.000,14.221,29.732,70.236
355.978,65.000,65.000,6.340,16131.018,60.633,188.883,17.996,8.829,15.273,31.089,350.000,0.000,0.000,0.000,916.350,0.000,0.000,310.000,200.000,14.221,29.732,70.236
356.086,65.000,65.000,6.340,15836.927,62.836,187.442,20.882,8.899,15.324,32.196,350.000,0.000,0.000,0.000,916.250,0.000,0.000,310.000,200.000,15.369,30.410,71.273
356.195,64.990,65.000,6.340,15836.927,62.836,187.442,20.882,8.899,15.324,32.196,350.000,0.000,0.000,0.000,916.050,0.000,0.000,310.000,200.000,15.369,30.410,71.273
356.308,65.000,65.000,6.340,16027.005,62.836,187.442,20.882,8.899,15.324,32.196,350.000,0.000,0.000,0.000,916.000,0.000,0.000,310.000,200.000,15.369,30.410,71.273
356.417,64.990,65.000,6.340,15896.505,62.836,187.442,20.882,8.899,15.324,32.196,350.000,0.000,0.000,0.000,915.900,0.000,0.000,310.000,200.000,15.369,30.410,71.273
356.525,65.000,65.000,6.340,15896.505,62.193,187.425,21.729,8.978,15.396,32.173,350.000,0.000,0.000,0.000,915.750,0.000,0.000,310.000,200.000,15.526,30.558,71.591
356.634,65.000,65.000,6.340,15979.681,62.193,187.425,21.729,8.978,15.396,32.173,350.000,0.000,0.000,0.000,915.750,0.000,0.000,310.000,200.000,15.526,30.558,71.591
356.738,65.000,65.000,6.340,15899.020,62.193,187.425,21.729,8.978,15.396,32.173,350.000,0.000,0.000,0.000,915.600,0.000,0.000,310.000,200.000,15.526,30.558,71.591
356.844,65.000,65.000,0.650,15899.020,62.193,187.425,21.729,8.978,15.396,32.173,350.000,0.000,0.000,0.000,915.500,0.000,0.000,310.000,200.000,15.526,30.558,71.591
356.953,64.990,65.000,0.000,15971.527,62.193,187.425,21.729,8.978,15.396,32.173,350.000,0.000,0.000,0.000,915.400,0.000,0.000,310.000,200.000,15.526,30.558,71.591
357.061,65.000,65.000,0.000,16031.965,61.998,173.061,21.886,9.052,15.419,31.139,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.554,30.415,67.083
357.171,65.000,65.000,0.000,16031.965,61.998,173.061,21.886,9.052,15.419,31.139,350.000,0.000,0.000,0.000,915.400,0.000,0.000,310.000,200.000,15.554,30.415,67.083
357.281,65.000,65.000,0.000,15987.517,61.998,173.061,21.886,9.052,15.419,31.139,350.000,0.000,0.000,0.000,915.400,0.000,0.000,310.000,200.000,15.554,30.415,67.083
357.387,65.010,65.000,0.000,16147.242,61.998,173.061,21.886,9.052,15.419,31.139,350.000,0.000,0.000,0.000,915.400,0.000,0.000,310.000,200.000,15.554,30.415,67.083
357.498,65.000,65.000,0.000,16147.242,61.998,173.061,21.886,9.052,15.419,31.658,350.000,0.000,0.000,0.000,915.400,0.000,0.000,310.000,200.000,15.185,30.368,71.892
357.605,65.010,65.000,0.000,16105.739,62.990,188.558,20.880,8.889,15.270,31.658,350.000,0.000,0.000,0.000,915.400,0.000,0.000,310.000,200.000,15.185,30.368,71.892
357.713,65.010,65.000,0.000,15776.712,62.990,188.558,20.880,8.889,15.270,31.658,350.000,0.000,0.000,0.000,915.400,0.000,0.000,310.000,200.000,15.185,30.368,71.892
357.822,65.020,65.000,0.000,15776.712,62.990,188.558,20.880,8.889,15.270,31.658,350.000,0.000,0.000,0.000,915.450,0.000,0.000,310.000,200.000,15.185,30.368,71.892
357.929,65.020,65.000,0.000,15963.077,62.990,188.558,20.880,8.889,15.270,31.658,350.000,0.000,0.000,0.000,915.450,0.000,0.000,310.000,200.000,15.185,30.368,71.892
358.036,65.020,65.000,0.000,15963.077,61.002,192.856,19.911,9.029,15.581,33.463,350.000,0.000,0.000,0.000,915.450,0.000,0.000,310.000,200.000,15.059,30.280,74.632
358.148,65.030,65.000,0.000,16081.554,61.002,192.856,19.911,9.029,15.581,33.463,350.000,0.000,0.000,0.000,915.450,0.000,0.000,310.000,200.000,15.059,30.280,74.632
358.256,65.040,65.000,0.000,16136.808,61.002,192.856,19.911,9.029,15.581,33.463,350.000,0.000,0.000,0.000,915.450,0.000,0.000,310.000,200.000,15.059,30.280,74.632
358.368,65.040,65.000,0.000,16136.808,61.002,192.856,19.911,9.029,15.581,33.463,350.000,0.000,0.000,0.000,915.450,0.000,0.000,310.000,200.000,15.059,30.280,74.632
358.475,65.040,65.000,0.000,16008.400,61.002,192.856,19.911,9.029,15.581,33.463,350.000,0.000,0.000,0.000,915.450,0.000,0.000,310.000,200.000,15.059,30.869,71.400
358.586,65.040,65.000,0.000,15966.244,64.285,185.276,21.023,8.794,15.432,31.813,350.000,0.000,0.000,0.000,915.450,0.000,0.000,310.000,200.000,15.263,30.869,71.400
358.695,65.050,65.000,0.000,15966.244,64.285,185.276,21.023,8.794,15.432,31.813,350.000,0.000,0.000,0.000,915.450,0.000,0.000,310.000,200.000,15.263,30.869,71.400
358.802,65.050,65.000,0.000,15938.548,64.285,185.276,21.023,8.794,15.432,31.813,350.000,0.000,0.000,0.000,915.450,0.000,0.000,310.000,200.000,15.263,30.869,71.400
358.913,65.060,65.000,0.000,16093.275,64.285,185.276,21.023,8.794,15.432,31.813,350.000,0.000,0.000,0.000,915.450,0.000,0.000,310.000,200.000,15.263,30.869,71.400
359.023,65.050,65.000,0.000,16093.275,64.285,185.276,21.023,8.976,15.451,31.247,350.000,0.000,0.000,0.000,915.450,0.000,0.000,310.000,200.000,15.149,30.573,69.127
359.134,65.060,65.000,0.000,15875.013,62.292,181.777,20.473,8.976,15.451,31.247,350.000,0.000,0.000,0.000,915.450,0.000,0.000,310.000,200.000,15.149,30.573,69.127
359.240,65.060,65.000,0.000,16037.604,62.292,181.777,20.473,8.976,15.451,31.247,350.000,0.000,0.000,0.000,915.450,0.000,0.000,310.000,200.000,15.149,30.573,69.127
359.345,65.060,65.000,0.000,16037.604,62.292,181.777,20.473,8.976,15.451,31.247,350.000,0.000,0.000,0.000,915.450,0.000,0.000,310.000,200.000,15.149,30.573,69.127
359.450,65.070,65.000,0.000,16184.481,62.292,181.777,20.473,8.976,15.451,31.247,350.000,0.000,0.000,0.000,915.400,0.000,0.000,310.000,200.000,15.149,30.573,69.127
359.559,65.070,65.000,0.000,16085.578,66.447,186.008,22.515,8.889,15.384,31.621,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.787,31.514,69.977
359.671,65.070,65.000,0.000,16085.578,66.447,186.008,22.515,8.889,15.384,31.621,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.787,31.514,69.977
359.796,65.080,65.000,0.000,16201.679,66.447,186.008,22.515,8.889,15.384,31.621,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.787,31.514,69.977
359.905,65.070,65.000,0.000,15861.714,66.447,186.008,22.515,8.889,15.384,31.621,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.787,31.514,69.977
360.016,65.080,65.000,0.000,15861.714,66.447,186.008,22.515,8.889,15.801,33.071,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.486,31.945,72.161
360.129,65.070,65.000,0.000,15910.791,66.127,190.073,21.493,8.986,15.801,33.071,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.486,31.945,72.161
360.241,65.070,65.000,0.000,16047.886,66.127,190.073,21.493,8.986,15.801,33.071,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.486,31.945,72.161
360.358,65.080,65.000,0.000,16047.886,66.127,190.073,21.493,8.986,15.801,33.071,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.486,31.945,72.161
360.470,65.070,65.000,0.000,16041.164,66.127,190.073,21.493,8.986,15.801,33.071,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.486,31.945,72.161
360.577,65.070,65.000,0.000,16028.059,64.204,190.224,19.967,8.908,15.338,31.352,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.022,30.839,71.697
360.685,65.070,65.000,0.000,16028.059,64.204,190.224,19.967,8.908,15.338,31.352,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.022,30.839,71.697
360.800,65.070,65.000,0.000,16007.435,64.204,190.224,19.967,8.908,15.338,31.352,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.022,30.839,71.697
360.911,65.070,65.000,0.000,16049.208,64.204,190.224,19.967,8.908,15.338,31.352,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.022,30.839,71.697
361.017,65.070,65.000,0.000,16049.208,64.204,190.224,19.967,8.908,15.338,30.229,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.327,29.531,68.401
361.128,65.070,65.000,0.000,15877.519,60.821,182.468,18.424,8.829,15.091,30.229,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.327,29.531,68.401
361.236,65.070,65.000,0.000,16153.269,60.821,182.468,18.424,8.829,15.091,30.229,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.327,29.531,68.401
361.347,65.070,65.000,0.000,16153.269,60.821,182.468,18.424,8.829,15.091,30.229,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.327,29.531,68.401
361.458,65.070,65.000,0.000,16086.739,60.821,182.468,18.424,8.829,15.091,30.229,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.327,29.531,68.401
361.569,65.060,65.000,0.000,16022.920,62.817,182.037,18.659,8.909,15.229,32.013,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.484,30.311,70.362
361.677,65.070,65.000,0.000,16022.920,62.817,182.037,18.659,8.909,15.229,32.013,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.484,30.311,70.362
361.785,65.060,65.000,0.000,15856.821,62.817,182.037,18.659,8.909,15.229,32.013,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.484,30.311,70.362
361.892,65.060,65.000,0.000,15856.821,62.817,182.037,18.659,8.909,15.229,32.013,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.484,30.311,70.362
361.998,65.060,65.000,0.000,15900.792,62.817,182.037,18.659,8.909,15.229,32.013,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.484,30.939,70.161
362.108,65.060,65.000,0.000,16130.485,63.787,186.588,19.780,8.964,15.380,31.084,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.907,30.939,70.161
362.216,65.060,65.000,0.000,16230.826,63.787,186.588,19.780,8.964,15.380,31.084,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.907,30.939,70.161
362.329,65.050,65.000,0.000,16230.826,63.787,186.588,19.780,8.964,15.380,31.084,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.907,30.939,70.161
362.438,65.050,65.000,0.000,16256.748,63.787,186.588,19.780,8.964,15.380,31.084,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.907,30.939,70.161
362.546,65.050,65.000,0.000,16256.748,63.787,186.588,20.624,9.166,15.960,33.384,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.498,31.563,72.751
362.658,65.050,65.000,0.000,16169.534,64.832,186.149,20.624,9.166,15.960,33.384,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.498,31.563,72.751
362.771,65.050,65.000,0.000,16389.193,64.832,186.149,20.624,9.166,15.960,33.384,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.498,31.563,72.751
362.883,65.050,65.000,0.000,16389.193,64.832,186.149,20.624,9.166,15.960,33.384,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,15.498,31.563,72.751
362.995,65.040,64.972,0.000,16287.565,64.832,186.149,20.624,9.166,15.960,32.119,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.095,30.501,70.959
363.106,65.050,64.935,0.000,16346.743,63.637,182.944,19.827,8.963,15.422,32.119,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.095,30.501,70.959
363.218,65.040,64.897,0.000,16346.743,63.637,182.944,19.827,8.963,15.422,32.119,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.095,30.501,70.959
363.330,65.040,64.860,0.000,16219.136,63.637,182.944,19.827,8.963,15.422,32.119,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.095,30.501,70.959
363.444,65.040,64.822,0.000,16206.751,63.637,182.944,19.827,8.963,15.422,32.119,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.095,30.501,70.959
363.560,65.040,64.784,0.000,16314.753,62.265,182.739,19.767,9.071,15.370,31.473,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.022,30.358,70.047
363.677,65.040,64.745,0.000,16314.753,62.265,182.739,19.767,9.071,15.370,31.473,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.022,30.358,70.047
363.790,65.030,64.707,0.000,16353.826,62.265,182.739,19.767,9.071,15.370,31.473,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.022,30.358,70.047
363.905,65.030,64.669,0.000,16055.447,62.265,182.739,19.767,9.071,15.370,31.473,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,15.022,30.358,70.047
364.022,65.020,64.629,0.000,16055.447,62.265,182.739,19.767,9.071,15.370,31.473,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.589,29.388,69.678
364.139,65.030,64.591,0.000,16325.807,60.523,183.997,19.932,8.667,14.830,30.704,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.589,29.388,69.678
364.255,65.030,64.552,0.000,16176.695,60.523,183.997,19.932,8.667,14.830,30.704,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.589,29.388,69.678
364.367,65.030,64.515,0.000,16176.695,60.523,183.997,19.932,8.667,14.830,30.704,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.589,29.388,69.678
364.481,65.030,64.477,0.000,16351.310,60.523,183.997,19.932,8.667,14.830,30.704,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.589,29.388,69.678
364.598,65.030,64.438,0.000,16202.830,56.566,177.759,18.942,8.580,14.791,29.665,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,13.992,28.281,66.884
364.713,65.030,64.399,0.000,16202.830,56.566,177.759,18.942,8.580,14.791,29.665,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,13.992,28.281,66.884
364.831,65.020,64.360,0.000,16302.042,56.566,177.759,18.942,8.580,14.791,29.665,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,13.992,28.281,66.884
364.943,65.020,64.323,0.000,16415.395,56.566,177.759,18.942,8.580,14.791,29.665,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,13.992,28.281,66.884
365.058,65.010,64.284,0.000,16348.222,60.420,174.358,19.576,8.843,15.132,30.761,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.473,29.630,67.706
365.174,65.010,64.246,0.000,16348.222,60.420,174.358,19.576,8.843,15.132,30.761,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.473,29.630,67.706
365.291,65.020,64.207,0.000,16452.272,60.420,174.358,19.576,8.843,15.132,30.761,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.473,29.630,67.706
365.412,65.010,64.166,0.000,16309.195,60.420,174.358,19.576,8.843,15.132,30.761,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.473,29.630,67.706
365.526,65.010,64.128,0.000,16309.195,60.420,174.358,19.576,8.984,15.397,31.228,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.621,30.242,70.817
365.645,65.010,64.089,0.000,16504.952,62.050,186.369,18.632,8.984,15.397,31.228,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.621,30.242,70.817
365.760,65.000,64.050,0.000,16491.896,62.050,186.369,18.632,8.984,15.397,31.228,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.621,30.242,70.817
365.880,64.990,64.010,0.000,16491.896,62.050,186.369,18.632,8.984,15.397,31.228,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.621,30.242,70.817
365.992,64.990,63.973,0.000,16368.690,62.050,186.369,18.632,8.984,15.397,31.228,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,13.719,28.155,67.188
366.109,64.980,63.934,0.000,16427.533,56.266,173.286,17.350,8.698,14.919,30.038,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,13.719,28.155,67.188
366.226,64.970,63.895,0.000,16453.519,56.266,173.286,17.350,8.698,14.919,30.038,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,13.719,28.155,67.188
366.343,64.980,63.856,0.000,16453.519,56.266,173.286,17.350,8.698,14.919,30.038,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,13.719,28.155,67.188
366.450,64.960,63.820,0.000,16715.810,56.266,173.286,17.350,8.698,14.919,30.038,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,13.719,28.155,67.188
366.565,64.970,63.782,0.000,16520.549,57.282,179.772,17.632,8.736,14.872,30.664,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,13.865,28.455,67.715
366.681,64.950,63.743,0.000,16520.549,57.282,179.772,17.632,8.736,14.872,30.664,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,13.865,28.455,67.715
366.796,64.940,63.705,0.000,16649.792,57.282,179.772,17.632,8.736,14.872,30.664,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,13.865,28.455,67.715
366.908,64.930,63.667,0.000,16677.278,57.282,179.772,17.632,8.736,14.872,30.664,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,13.865,28.455,67.715
367.021,64.920,63.630,0.000,16677.278,57.282,179.772,17.632,8.736,14.872,31.140,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.586,29.932,69.302
367.134,64.920,63.592,0.000,16692.104,60.775,186.211,18.491,9.044,15.304,31.140,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.586,29.932,69.302
367.246,64.910,63.555,0.000,16373.980,60.775,186.211,18.491,9.044,15.304,31.140,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.586,29.932,69.302
367.359,64.900,63.517,0.000,16373.980,60.775,186.211,18.491,9.044,15.304,31.140,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.586,29.932,69.302
367.475,64.870,63.479,0.000,16495.353,60.775,186.211,18.491,9.044,15.304,31.140,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.586,29.932,69.302
367.591,64.870,63.440,0.000,16711.091,59.400,178.600,18.533,8.681,14.695,30.069,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.275,28.638,68.256
367.704,64.860,63.402,0.000,16711.091,59.400,178.600,18.533,8.681,14.695,30.069,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.275,28.638,68.256
367.818,64.840,63.364,0.000,16662.625,59.400,178.600,18.533,8.681,14.695,30.069,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.275,28.638,68.256
367.939,64.820,63.324,0.000,16794.347,59.400,178.600,18.533,8.681,14.695,30.069,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.275,28.638,68.256
368.054,64.800,63.285,0.000,16794.347,59.400,180.063,18.944,8.807,15.106,31.385,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.407,29.496,69.991
368.170,64.790,63.247,0.000,16606.969,59.026,180.063,18.944,8.807,15.106,31.385,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.407,29.496,69.991
368.290,64.770,63.207,0.000,16445.475,59.026,180.063,18.944,8.807,15.106,31.385,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.407,29.496,69.991
368.406,64.760,63.168,0.000,16592.671,59.026,180.063,18.944,8.807,15.106,31.385,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.407,29.496,69.991
368.520,64.740,63.130,0.000,16592.671,59.026,180.063,18.944,8.807,15.106,31.385,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.080,28.571,68.102
368.639,64.720,63.091,0.000,16646.202,57.109,176.726,18.388,8.612,14.757,30.774,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.080,28.571,68.102
368.755,64.690,63.052,0.000,16488.241,57.109,176.726,18.388,8.612,14.757,30.774,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.080,28.571,68.102
368.871,64.670,63.013,0.000,16503.724,57.109,176.726,18.388,8.612,14.757,30.774,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.080,28.571,68.102
368.988,64.650,62.974,0.000,16503.724,57.109,176.726,18.388,8.612,14.757,30.774,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.080,28.571,68.102
369.103,64.630,62.936,0.000,16659.873,57.465,178.846,18.202,8.745,15.014,31.455,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.127,28.931,69.378
369.218,64.610,62.898,0.000,16607.346,57.465,178.846,18.202,8.745,15.014,31.455,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.127,28.931,69.378
369.335,64.590,62.858,0.000,16607.346,57.465,178.846,18.202,8.745,15.014,31.455,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.127,28.931,69.378
369.447,64.560,62.821,0.000,16451.155,57.465,178.846,18.202,8.745,15.014,31.455,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.127,28.931,69.378
369.557,64.540,62.785,0.000,16695.969,63.475,185.259,18.960,8.810,15.086,31.410,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.433,30.099,71.312
369.670,64.520,62.747,0.000,16695.969,63.475,185.259,18.960,8.810,15.086,31.410,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.433,30.099,71.312
369.787,64.490,62.708,0.000,16447.351,63.475,185.259,18.960,8.810,15.086,31.410,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.433,30.099,71.312
369.901,64.460,62.670,0.000,16447.351,63.475,185.259,18.960,8.810,15.086,31.410,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.433,30.099,71.312
370.014,64.440,62.632,0.000,16476.928,63.475,185.259,18.960,8.810,15.339,32.003,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.445,30.127,71.296
370.131,64.410,62.593,0.000,16342.360,62.076,183.491,18.583,8.928,15.339,32.003,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.445,30.127,71.296
370.248,64.380,62.554,0.000,16134.831,62.076,183.491,18.583,8.928,15.339,32.003,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.445,30.127,71.296
370.362,64.350,62.516,0.000,16134.831,62.076,183.491,18.583,8.928,15.339,32.003,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.445,30.127,71.296
370.476,64.330,62.478,0.000,16309.932,62.076,183.491,18.583,8.928,15.339,32.003,350.000,0.000,0.000,0.000,915.350,0.000,0.000,310.000,200.000,14.445,30.127,69.942
370.588,64.300,62.441,0.000,16536.553,60.384,178.645,18.621,8.995,15.255,31.140,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.431,29.763,69.942
370.702,64.280,62.403,0.000,16536.553,60.384,178.645,18.621,8.995,15.255,31.140,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.431,29.763,69.942
370.821,64.240,62.363,0.000,16290.533,60.384,178.645,18.621,8.995,15.255,31.140,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.431,29.763,69.942
370.934,64.210,62.326,0.000,16408.891,60.384,178.645,18.621,8.995,15.255,31.140,350.000,0.000,0.000,0.000,915.300,0.000,0.000,310.000,200.000,14.431,29.763,69.942
